name,'08/18/13 00:00','08/18/13 01:00','08/18/13 02:00','08/18/13 03:00','08/18/13 04:00','08/18/13 05:00','08/18/13 06:00','08/18/13 07:00','08/18/13 08:00','08/18/13 09:00','08/18/13 10:00','08/18/13 11:00','08/18/13 12:00','08/18/13 13:00','08/18/13 14:00','08/18/13 15:00','08/18/13 16:00','08/18/13 17:00','08/18/13 18:00','08/18/13 19:00','08/18/13 20:00','08/18/13 21:00','08/18/13 22:00','08/18/13 23:00','08/19/13 00:00','08/19/13 01:00','08/19/13 02:00','08/19/13 03:00','08/19/13 04:00','08/19/13 05:00','08/19/13 06:00','08/19/13 07:00','08/19/13 08:00','08/19/13 09:00','08/19/13 10:00','08/19/13 11:00','08/19/13 12:00','08/19/13 13:00','08/19/13 14:00','08/19/13 15:00','08/19/13 16:00','08/19/13 17:00','08/19/13 18:00','08/19/13 19:00','08/19/13 20:00','08/19/13 21:00','08/19/13 22:00','08/19/13 23:00'
APPMAT_1_N001,34,32,31,31,31,33,34,36,35,37,39,40,43,43,45,46,48,45,45,43,41,39,36,36,35,33,32,31,31,32,33,33,33,36,36,37,40,38,42,42,44,44,45,43,43,41,37,36
APPMAT_1_N010,34,32,31,31,31,33,34,36,35,37,39,40,43,43,45,46,48,45,45,43,41,39,36,36,35,33,32,31,31,32,33,33,33,36,36,37,40,38,42,42,44,44,45,43,43,41,37,36
ARBUCKLE_6_N001,34,32,31,31,31,33,34,36,35,36,38,39,41,41,43,45,46,43,43,42,40,39,35,35,35,33,33,31,31,33,33,33,33,36,36,37,39,38,42,42,44,43,45,43,42,40,36,35
ARCATA_6_N001,39,37,35,35,32,33,34,36,36,39,38,39,45,43,44,52,51,49,47,46,44,41,38,40,98,65,98,68,36,39,37,35,48,45,50,50,46,40,48,46,50,52,53,51,50,47,44,67
ARCO1G_7_B1,34,33,31,31,31,33,35,37,38,41,47,50,47,50,50,52,54,50,49,48,46,43,39,36,35,33,33,31,31,33,33,33,34,39,48,46,51,51,53,61,69,59,49,50,49,44,40,36
ARTESN_6_N001,34,32,31,30,31,33,34,36,36,38,42,44,47,51,50,52,54,50,49,47,46,42,38,36,35,33,32,31,31,32,32,33,34,37,41,45,50,51,53,60,67,58,49,50,49,44,40,36
ARVIN_6_N001,33,32,30,30,30,32,33,35,35,37,40,41,45,44,46,47,49,46,46,44,43,40,38,35,34,32,32,30,30,31,32,33,33,36,38,38,40,39,43,42,45,44,45,44,45,42,40,35
ARVINED_1_N001,32,31,29,29,30,32,33,35,35,36,39,41,45,44,46,48,49,47,47,45,43,40,37,34,33,32,31,29,30,31,32,32,33,35,38,38,40,39,42,42,44,44,45,44,44,42,39,35
ASH_6_N001,34,32,31,30,31,33,34,36,36,38,42,44,47,51,50,53,55,50,49,47,46,43,39,36,35,33,33,31,31,32,32,33,34,37,42,45,50,51,53,60,68,58,50,50,49,45,40,36
ASH_6_N005,34,32,31,30,31,33,34,36,36,38,42,44,47,51,50,53,55,50,49,47,46,43,39,36,35,33,33,31,31,32,32,33,34,37,42,45,50,51,53,60,68,58,50,50,49,45,40,36
ASH_6_N101,34,32,31,30,31,33,34,36,36,38,42,44,47,51,50,53,55,50,49,47,46,43,39,36,35,33,33,31,31,32,32,33,34,37,42,45,50,51,53,60,68,58,50,50,49,45,40,36
ASHLAN_2_N001,42,41,40,39,39,41,42,43,44,45,55,59,66,64,66,62,65,62,68,66,67,62,59,43,43,41,39,38,38,41,38,37,37,37,60,54,59,63,65,61,64,65,67,66,69,63,63,41
ASHLAN_2_N007,42,41,40,39,39,41,42,43,44,45,55,59,66,64,66,62,65,62,68,66,67,62,59,43,43,41,39,38,38,41,38,37,37,37,60,54,59,63,65,61,64,65,67,66,69,63,63,41
ASHLAN_2_N008,42,41,40,39,39,41,42,43,44,45,55,59,66,64,66,62,65,62,68,66,67,62,59,43,43,41,39,38,38,41,38,37,37,37,60,54,59,63,65,61,64,65,67,66,69,63,63,41
ATASCDRO_6_N001,32,31,29,29,29,32,33,35,36,38,42,44,48,48,49,50,51,49,49,47,46,43,39,34,33,31,31,29,30,31,32,33,33,36,42,41,43,43,46,46,48,48,48,47,48,44,42,35
ATWATER_1_B2,40,38,37,37,37,39,40,41,47,49,63,68,78,74,75,70,73,70,71,72,77,70,68,41,40,39,37,36,36,39,37,36,37,41,72,62,68,75,74,70,73,75,75,75,81,72,76,42
ATWATER_1_N001,40,38,37,37,37,39,40,41,47,49,63,68,78,74,75,70,73,70,71,72,77,70,68,41,40,39,37,36,36,39,37,36,37,41,72,62,68,75,74,70,73,75,75,75,81,72,76,42
AUBERRY_6_N001,42,41,40,40,40,41,43,44,45,47,58,62,70,67,69,66,69,66,72,70,70,65,62,44,43,42,40,39,38,42,39,38,37,38,63,56,61,67,68,65,68,69,71,70,73,67,66,42
AUBERRY_6_N003,42,41,40,40,40,41,43,44,45,47,58,62,70,67,69,66,69,66,72,70,70,65,62,44,43,42,40,39,38,42,39,38,37,38,63,56,61,67,68,65,68,69,71,70,73,67,66,42
AUBURN_6_N001,34,32,31,31,31,33,34,36,34,35,35,36,38,39,41,44,45,42,41,41,39,37,33,36,35,33,32,31,31,33,33,33,33,36,31,33,36,34,38,38,40,41,42,40,40,38,33,36
AVENA_1_N001,34,32,31,31,31,33,34,36,34,36,36,37,39,40,42,44,45,42,42,41,38,36,33,36,35,33,33,31,31,33,33,33,34,36,33,35,37,35,39,39,41,41,42,41,39,38,34,36
AVENAL_6_N001,32,30,28,28,29,31,32,34,35,36,40,41,45,45,46,47,49,47,48,47,45,42,39,34,32,31,30,28,29,30,31,32,32,34,40,38,40,40,43,42,45,46,47,47,47,44,42,35
AVOCADO_6_N001,34,33,31,31,32,33,34,37,37,39,43,46,48,52,51,54,56,51,50,49,47,44,39,37,35,34,33,31,31,33,33,34,35,38,43,46,51,52,55,63,71,60,51,51,50,46,41,37
AVOCADO_6_N002,34,33,31,31,32,33,34,37,37,39,43,46,48,52,51,54,56,51,50,49,47,44,39,37,35,34,33,31,31,33,33,34,35,38,43,46,51,52,55,63,71,60,51,51,50,46,41,37
B_6_N001,34,32,31,30,31,33,34,36,36,41,54,44,82,81,50,85,55,50,49,47,46,42,39,36,35,33,32,31,31,32,32,33,34,37,41,45,50,51,53,60,67,57,49,49,49,44,40,36
B_6_N003,34,32,31,30,31,33,34,36,36,41,54,44,82,81,50,85,55,50,49,47,46,42,39,36,35,33,32,31,31,32,32,33,34,37,41,45,50,51,53,60,67,57,49,49,49,44,40,36
B_6_N005,34,32,31,30,31,33,34,36,36,41,54,44,82,81,50,85,55,50,49,47,46,42,39,36,35,33,32,31,31,32,32,33,34,37,41,45,50,51,53,60,67,57,49,49,49,44,40,36
B_6_N007,34,32,31,30,31,33,34,36,36,41,54,44,82,81,50,85,55,50,49,47,46,42,39,36,35,33,32,31,31,32,32,33,34,37,41,45,50,51,53,60,67,57,49,49,49,44,40,36
BAFOOD1_6_N001,33,32,30,30,30,33,33,35,34,35,38,39,42,42,44,45,46,44,44,42,41,39,37,35,34,32,32,30,30,32,32,32,33,35,38,38,41,40,43,43,44,45,45,44,45,42,39,35
BAHIA_2_N001,33,32,30,30,30,33,33,35,34,36,37,39,41,41,43,45,46,43,43,42,40,38,35,35,34,32,32,30,30,32,32,32,33,36,35,36,39,37,41,40,43,42,44,42,42,40,36,35
BAHIA_2_N011,33,32,30,30,30,33,33,35,34,36,37,39,41,41,43,45,46,43,43,42,40,38,35,35,34,32,32,30,30,32,32,32,33,36,35,36,39,37,41,40,43,42,44,42,42,40,36,35
BAHIA_2_N018,33,32,30,30,30,33,33,35,34,36,37,39,41,41,43,45,46,43,43,42,40,38,35,35,34,32,32,30,30,32,32,32,33,36,35,36,39,37,41,40,43,42,44,42,42,40,36,35
BAILYJ1_1_N010,33,32,30,30,30,33,33,35,34,36,38,39,42,42,44,45,47,44,44,42,41,39,35,35,34,32,32,30,30,32,32,32,33,36,36,37,39,38,41,41,43,43,44,43,42,40,37,35
BAIR_1_N001,34,32,31,30,31,33,34,36,35,37,39,40,42,43,44,46,47,45,45,43,41,39,36,35,35,33,32,31,31,33,33,33,33,36,36,37,39,38,42,41,44,43,45,43,42,40,36,36
BAKER_1_N001,34,33,31,31,31,33,34,36,35,36,39,41,45,50,49,52,55,49,48,47,45,42,38,36,34,33,32,30,30,32,32,32,33,36,38,44,50,52,55,66,75,62,50,49,48,43,40,36
BALCH_2_B1,58,58,58,58,57,55,58,58,43,42,49,52,57,56,62,56,57,55,69,67,64,63,59,58,60,59,55,56,52,60,49,43,40,38,51,47,51,55,60,53,55,56,63,60,60,61,52,52
BALCH3TP_2_B1,58,58,58,58,57,55,58,58,43,42,49,52,57,57,62,55,57,55,68,67,65,61,58,58,60,59,55,56,52,60,49,43,40,38,51,47,52,56,60,52,54,55,62,59,59,60,53,52
BALFOUR_6_N001,33,31,30,30,30,32,33,35,34,35,37,38,41,41,43,44,45,43,43,41,39,38,35,35,34,32,32,30,30,32,32,32,33,36,35,36,39,37,41,41,43,42,44,42,41,39,36,35
BANGOR_6_N001,33,32,30,30,30,33,33,35,33,33,34,34,36,36,39,41,42,39,39,37,36,34,32,35,34,33,32,30,30,32,32,33,33,35,31,32,34,32,36,36,38,38,39,38,37,37,32,35
BANNING_1_N001,34,33,31,31,31,33,33,35,35,36,39,41,47,50,48,52,52,50,48,47,45,42,39,36,35,33,32,31,31,32,32,33,34,36,39,44,51,52,52,53,53,53,50,50,49,44,40,36
BANTA_6_N001,34,32,31,30,31,33,34,36,34,36,36,37,39,40,42,44,45,42,42,40,38,36,34,35,35,33,32,31,31,32,33,33,33,36,34,35,37,35,39,39,41,41,42,40,39,40,36,37
BARRE_2_N043,34,33,31,31,31,33,34,37,38,42,49,53,47,51,50,52,55,50,49,47,46,43,39,36,35,33,33,31,31,32,33,33,34,40,51,46,50,51,53,62,71,59,49,50,49,44,40,36
BARRE_6_N001,34,33,31,31,31,33,34,37,38,42,49,53,47,51,50,53,55,50,49,48,46,43,39,36,35,33,33,31,31,32,33,33,34,40,51,46,50,51,54,63,71,59,49,50,49,44,40,36
BARRE_6_N002,34,33,31,31,31,33,34,37,38,42,49,53,47,51,50,53,55,50,49,48,46,43,39,36,35,33,33,31,31,32,33,33,34,40,51,46,50,51,54,63,71,59,49,50,49,44,40,36
BARRE_6_N003,34,33,31,31,31,33,34,37,38,42,49,53,47,51,50,53,55,50,49,48,46,43,39,36,35,33,33,31,31,32,33,33,34,40,51,46,50,51,54,63,71,59,49,50,49,44,40,36
BARRETT_6_N001,35,33,31,31,37,33,34,37,37,39,42,45,48,52,51,54,56,51,51,49,48,44,40,37,36,34,33,31,31,33,33,34,35,38,42,46,51,53,54,62,69,59,51,51,51,46,42,37
BARRY_6_N001,35,33,32,32,32,34,35,37,35,36,36,38,43,44,47,49,52,48,79,77,79,39,34,37,36,34,33,32,32,34,34,34,34,37,32,35,37,35,50,41,44,44,46,44,41,39,34,37
BARTON_1_N001,50,49,49,49,48,48,50,50,44,44,52,56,62,61,64,60,62,59,71,69,66,62,59,50,51,50,47,47,45,50,44,40,39,38,56,51,55,60,63,58,61,61,66,64,65,62,58,47
BARTON_1_N007,50,49,49,49,48,48,50,50,44,44,52,56,62,61,64,60,62,59,71,69,66,62,59,50,51,50,47,47,45,50,44,40,39,38,56,51,55,60,63,58,61,61,66,64,65,62,58,47
BARTON_1_N008,50,49,49,49,48,48,50,50,44,44,52,56,62,61,64,60,62,59,71,69,66,62,59,50,51,50,47,47,45,50,44,40,39,38,56,51,55,60,63,58,61,61,66,64,65,62,58,47
BASALT_6_N002,33,31,30,30,30,32,33,35,34,36,37,38,41,41,43,45,46,44,43,42,40,38,35,35,34,32,32,30,30,32,32,32,33,35,35,36,38,37,41,40,43,42,44,42,41,39,36,35
BASALT_6_N101,33,31,30,30,30,32,33,35,34,36,37,38,41,41,43,45,46,44,43,42,40,38,35,35,34,32,32,30,30,32,32,32,33,35,35,36,38,37,41,40,43,42,44,42,41,39,36,35
BATAVIA_6_N001,33,32,30,30,30,32,33,35,34,35,37,38,41,41,43,45,46,43,43,41,40,38,35,35,34,32,32,30,30,32,32,32,33,35,35,36,38,37,40,40,42,42,43,42,41,39,36,35
BATIQTOS_1_N001,34,32,31,31,31,33,34,36,36,38,42,45,47,51,50,53,55,50,49,48,46,43,39,36,35,33,32,31,31,32,32,33,34,37,41,45,50,51,53,60,68,58,49,50,49,44,40,36
BATIQTOS_1_N008,34,32,31,31,31,33,34,36,36,38,42,45,47,51,50,53,55,50,49,48,46,43,39,36,35,33,32,31,31,32,32,33,34,37,41,45,50,51,53,60,68,58,49,50,49,44,40,36
BATIQTOS_1_N015,34,32,31,31,31,33,34,36,36,38,42,45,47,51,50,53,55,50,49,48,46,43,39,36,35,33,32,31,31,32,32,33,34,37,41,45,50,51,53,60,68,58,49,50,49,44,40,36
BAYMDWS_1_N001,34,32,31,30,31,33,34,36,35,37,39,40,42,43,45,46,48,45,45,43,41,39,36,35,35,33,32,31,31,33,33,33,34,36,36,37,40,38,42,42,44,43,45,43,42,40,36,36
BAYMDWS_1_N004,34,32,31,30,31,33,34,36,35,37,39,40,42,43,45,46,48,45,45,43,41,39,36,35,35,33,32,31,31,33,33,33,34,36,36,37,40,38,42,42,44,43,45,43,42,40,36,36
BAYMDWS_1_N008,34,32,31,30,31,33,34,36,35,37,39,40,42,43,45,46,48,45,45,43,41,39,36,35,35,33,32,31,31,33,33,33,34,36,36,37,40,38,42,42,44,43,45,43,42,40,36,36
BAYMDWS_1_N012,34,32,31,30,31,33,34,36,35,37,39,40,42,43,45,46,48,45,45,43,41,39,36,35,35,33,32,31,31,33,33,33,34,36,36,37,40,38,42,42,44,43,45,43,42,40,36,36
BAYSHOR1_1_N001,34,32,31,31,31,33,34,36,35,37,39,40,43,43,45,47,48,45,45,44,42,39,36,36,35,33,32,31,31,33,33,33,34,37,36,37,40,38,42,42,44,44,45,43,43,40,37,36
BAYSHOR2_1_N001,34,32,31,31,31,33,34,36,35,37,39,40,43,43,45,47,48,45,45,44,42,39,36,36,35,33,32,31,31,33,33,33,34,37,36,37,40,38,42,42,44,44,45,43,43,40,37,36
BAYWOOD_6_N001,33,31,30,29,30,33,33,36,37,39,43,45,49,49,50,51,53,50,51,48,47,43,40,35,34,32,31,30,30,31,33,34,34,37,43,42,45,45,49,47,50,50,50,49,49,46,43,36
BCKSCRK_2_B1,33,32,30,30,31,33,34,35,32,33,33,34,35,35,37,39,39,38,37,36,34,33,31,35,34,33,32,30,31,32,32,33,32,34,29,32,34,30,34,34,35,36,37,36,35,35,31,35
BCRK1-2_1_N003,41,41,39,34,34,37,34,37,38,41,41,42,46,51,45,53,54,49,63,55,51,47,39,41,39,34,38,36,37,39,38,41,37,40,43,43,46,47,44,48,50,49,52,49,48,44,43,39
BCRK1-2_1_N004,41,41,39,34,34,37,34,37,38,41,41,42,46,51,45,53,54,49,63,55,51,47,39,41,39,34,38,36,37,39,38,41,37,40,43,43,46,47,44,48,50,49,52,49,48,44,43,39
BCRK4_7_B1,40,40,38,33,34,36,34,37,37,40,40,42,46,50,45,52,53,49,61,54,50,46,39,40,38,34,38,36,36,38,37,40,36,40,42,43,46,47,44,48,50,49,51,48,48,43,42,39
BCRK4_7_B3,40,40,38,33,34,36,34,37,37,40,40,42,46,50,45,52,53,49,61,54,50,46,39,40,38,34,38,36,36,38,37,40,36,40,42,43,46,47,44,48,50,49,51,48,48,43,42,39
